timestamp_ms,ax_raw,ay_raw,az_raw,label
2510,42,-215,485,anomalie
2515,-58,1304,-899,anomalie
2520,395,2023,-661,anomalie
2525,-362,-172,273,anomalie
2530,-935,828,910,anomalie
2535,134,2047,-520,anomalie
2540,172,-102,0,anomalie
2545,615,792,-93,anomalie
2550,3,2047,-485,anomalie
2555,-120,50,273,anomalie
2560,61,636,488,anomalie
2565,99,2047,-1325,anomalie
2570,284,335,-488,anomalie
2575,-366,472,253,anomalie
2580,-773,2047,101,anomalie
2585,180,574,-231,anomalie
2590,146,273,386,anomalie
2595,707,2047,-559,anomalie
2600,-66,945,-211,anomalie
2605,-427,109,718,anomalie
2610,246,2047,-59,anomalie
2615,19,1277,-1137,anomalie
2620,172,-129,-16,anomalie
2625,-100,2047,-215,anomalie
2630,-911,1246,507,anomalie
2635,73,-223,406,anomalie
2640,303,1902,-223,anomalie
2645,753,1480,-493,anomalie
2650,7,-188,519,anomalie
2655,-369,1667,179,anomalie
2660,119,1550,-86,anomalie
2665,-66,-83,-551,anomalie
2670,246,1625,-430,anomalie
2675,-231,1636,-196,anomalie
2680,-769,-321,1039,anomalie
2685,96,1382,-83,anomalie
2690,199,1707,-227,anomalie
2695,691,-282,121,anomalie
2700,96,1312,149,anomalie
2705,-316,1769,15,anomalie
2710,80,-215,492,anomalie
2715,-120,1328,-946,anomalie
2720,407,2019,-653,anomalie
2725,-335,-172,226,anomalie
2730,-911,832,875,anomalie
2735,115,2047,-589,anomalie
2740,234,-118,-32,anomalie
2745,591,792,-83,anomalie
2750,46,2047,-421,anomalie
2755,-162,31,281,anomalie
2760,88,632,492,anomalie
2765,11,2047,-1360,anomalie
2770,311,347,-555,anomalie
2775,-327,472,253,anomalie
2780,-804,2047,156,anomalie
2785,111,558,-235,anomalie
2790,149,289,363,anomalie
2795,711,2047,-536,anomalie
2800,-62,957,-231,anomalie
2805,-404,121,710,anomalie
2810,188,2047,-98,anomalie
2815,111,1257,-1137,anomalie
2820,130,-118,0,anomalie
2825,-97,2047,-231,anomalie
2830,-1000,1242,492,anomalie
2835,130,-231,472,anomalie
2840,203,1863,-167,anomalie
